exercise_name,equipment,mechanics,force,desc,execution,muscle_group,level
Presses,Cable,Compound,Push,Lie on bench and grasp stirrups attached to low cable pulley on each side. Position stirrups out to each side of chest with bent arm under each wrist.,"Push stirrups up over each shoulder until arms are straight and parallel to one another. Return stirrups to original position, until slight stretch is felt in shoulders or chest. Repeat.",Chest,3
Presses:  Bench Press,Cable,Compound,Push,Lie on bench and grasp stirrups attached to low cable pulley on each side. Position stirrups out to each side of chest with bent arm under each wrist.,"Push stirrups up over each shoulder until arms are straight and parallel to one another. Return stirrups to original position, until slight stretch is felt in shoulders or chest. Repeat.",Chest,3
"Presses:  Chest Press

Standing

",Cable,Compound,Push,"Sit on seat and grasp stirrups to each side. Position elbows out to sides, slightly lower than shoulder height. Position hands slightly narrower than elbow width in front of upper arms.","Push stirrups out straight until arms are straight and parallel to one another. Return stirrups to original position, until slight stretch is felt in shoulders or chest. Repeat.",Chest,3
Presses:  Decline Chest Press,Cable,Compound,Push,"Sit on seat and grasp stirrups to each side. Position elbows out to sides, slightly lower than shoulder height. Position hands slightly narrower than elbow width in front of upper arms.","Push stirrups forward and slightly downward until arms are straight and parallel to one another. Return stirrups to original position, until slight stretch is felt in shoulders or chest. Repeat.",Chest,3
Bench Press,Dumbbell,Compound,Push,Sit down on bench with dumbbells resting on lower thigh. Kick weights to shoulder and lie back. Position dumbbells to sides of chest with bent arm under each dumbbell.,Press dumbbells up with elbows to sides until arms are extended. Lower weight to sides of chest until slight stretch is felt in chest or shoulder. Repeat.,Chest,3
Decline Bench Press,Dumbbell,Compound,Push,Sit down on decline bench with feet under leg brace and dumbbells resting on thigh. Lie back with dumbbells. Position dumbbells to sides of chest with bent arm under each dumbbell.,Press dumbbells up with elbows to sides until arms are extended. Lower weight to sides of chest until slight stretch is felt in chest or shoulder. Repeat.,Chest,3
Fly,Dumbbell,Isolated,Push,Grasp two dumbbells. Lie supine on bench. Support dumbbells above chest with arms fixed in slightly bent position. Internally rotate shoulders so elbows point out to sides.,Lower dumbbells to sides until chest muscles are stretched with elbows fixed in slightly bent position. Bring dumbbells together in wide hugging motion until dumbbells are nearly together. Repeat.,Chest,2
Pullover,Dumbbell,Isolated,Push,Lie on upper back perpendicular to bench. Flex hips slightly. Grasp one dumbbell from behind or from side with both hands under inner plate of dumbbell. Position dumbbell over chest with elbows slightly bent.,"Keeping elbows slightly bent throughout movement, lower dumbbell over and beyond head until upper arms are in-line with torso. Pull dumbbell up and over chest. Repeat.",Chest,2
Bench Press,Lever (plate loaded),Compound,Push,Lie supine on bench with chest under lever bar. Grasp lever bar with wide oblique overhand grip.,"Keeping elbows slightly bent throughout movement, lower dumbbell over and beyond head until upper arms are in-line with torso. Pull dumbbell up and over chest. Repeat.",Chest,3
Chest Dip,Lever (plate loaded),Compound,Push,"Sit on seat and grasp handles with oblique grip. If possible, place handles inwide position. Lean forward slightly.",Push lever down with elbows away from body. Return until chest is slightly stretched. Repeat.,Chest,3
Chest Press,Lever (plate loaded),Compound,Push,Sit on seat with chest approximately height of handles. Grasp handles with wide overhand grip; elbows out to sides just below shoulders.,Press levers until arms are extended. Return weight until chest muscles are slightly stretched. Repeat.,Chest,3
Decline Chest Press,Lever (plate loaded),Compound,Push,Sit on seat with lever grips lower chest height. Grasp grips with wide overhand grip; elbows out to sides just below shoulders.,Press lever until arms are extended. Return weight until chest muscles are slightly stretched. Repeat.,Chest,3
Chest Dip,Lever (selectorized),Compound,Push,"If possible, place handles inwide position. Sit on seat and grasp handles with oblique grip. Lean forward slightly and allow elbows to flare out.",Push lever down by straightening arms. Return lever up with elbows flaring out until chest is slightly stretched. Repeat.,Chest,3
Flies,Lever (selectorized),Isolated,Push,Lie supine on bench. Position both arms under padded levers. Slightly bend elbows and internally rotate shoulders so elbows are back.,Bring padded levers upward and together in hugging motion. Return to starting position until chest muscles are stretched. Repeat.,Chest,2
Flies:  Lying Fly,Lever (selectorized),Isolated,Push,Lie supine on bench. Position both arms under padded levers. Slightly bend elbows and internally rotate shoulders so elbows are back.,Bring padded levers upward and together in hugging motion. Return to starting position until chest muscles are stretched. Repeat.,Chest,2
Flies:  Pec Deck Fly,Lever (selectorized),Isolated,Push,"Sit on machine with back on pad. If available, push foot lever until padded lever moves forward. Place forearms on padded lever. Position upper arms approximately parallel. Release foot lever.",Push levers together. Return until chest muscles are stretched. Repeat.,Chest,2
Flies:  Seated Fly,Lever (selectorized),Isolated,Push,"Sit on machine with back on pad. Grasp handles to both sides, shoulder height. Slightly bend elbows and internally rotate shoulders so elbows are back.","Keeping elbows pointed high, push lever handles forward and together. Return to back toward original position until mild stretch is felt in chest or shoulder. Repeat.",Chest,2
Presses,Lever (selectorized),Compound,Push,Lie supine on bench with chest under lever bar. Grasp lever bar with wide oblique overhand grip.,Press bar until arms are extended. Lower weight to upp   er chest. Repeat.,Chest,3
Presses:  Bench Press,Lever (selectorized),Compound,Push,Lie supine on bench with chest under lever bar. Grasp lever bar with wide oblique overhand grip.,Press bar until arms are extended. Lower weight to upp   er chest. Repeat.,Chest,3
"Presses:  Chest Press

alternative machine

",Lever (selectorized),Compound,Push,Sit on seat with chest approximately height of handles. Grasp handles with wide overhand grip; elbows out to sides just below shoulders.,Press lever until arms are extended. Return weight until chest muscles are slightly stretched. Repeat.,Chest,3
Presses:  Decline Chest Press,Lever (selectorized),Compound,Push,Sit on seat with lever grips lower chest height. Grasp grips with wide overhand grip; elbows out to sides just below shoulders.,Press lever until arms are extended. Return weight until chest muscles are slightly stretched. Repeat.,Chest,3
Standing Chest Dip,Sled,Compound,Push,Sit on seat with lever grips lower chest height. Grasp grips with wide overhand grip; elbows out to sides just below shoulders.,Press lever until arms are extended. Return weight until chest muscles are slightly stretched. Repeat.,Chest,3
Bench Press,Smith,Compound,Push,Lie supine on bench with chest under bar. Grasp bar with wide oblique overhand grip. Disengage bar by rotating bar back.,Lower weight to chest. Press bar until arms are extended. Repeat.,Chest,3
Decline Bench Press,Smith,Compound,Push,Lie supine on decline bench with feet under leg brace and chest under bar. Grasp bar with wide oblique overhand grip. Disengage bar by rotating bar back.,Lower weight to chest. Press bar until arms are extended. Repeat.,Chest,3
Chest Dip,Weighted,Compound,Push,"Place weight on dip belt around waist or place dumbbell between lower legs just above feet. Mountwide dip barwith oblique grip (bar diagonal under palm), arms straight with shoulders above hands. Keep hips and knees bent.","Lower body by bending arms, allowing elbows to flare out to sides. When slight stretch is felt in chest or shoulders, push body up until arms are straight. Repeat.",Chest,3
Push-up,Weighted,Compound,Push,Lie prone on floor with hands slightly wider than shoulder width. Raise body up off floor by extending arms with body straight. Partner can place weight plate(s) on back if needed.,"Keeping body straight, lower body to floor by bending arms. Push body up until arms are extended. Repeat.",Chest,2
Chest Dip,Band-assisted,Compound,Push,Lie prone on floor with hands slightly wider than shoulder width. Raise body up off floor by extending arms with body straight. Partner can place weight plate(s) on back if needed.,"Keeping body straight, lower body to floor by bending arms. Push body up until arms are extended. Repeat.",Chest,3
Chest Dip,Body Weight,Compound,Push,"Mountwide dip barwith oblique grip (bar diagonal under palm), arms straight with shoulders above hands. Bend knees and hips slightly.","Lower body by bending arms, allowing elbows to flare out to sides. When slight stretch is felt in chest or shoulders, push body up until arms are straight. Repeat.",Chest,3
